number,unit_name,entity_name,success,reason,rental_income,tax_paid,rented_to_mp,approx_tax_rate,mp_name,mp_email,years_rented_to_mp
ST0027728,Skipton & Ripon,Conservative and Unionist Party,TRUE,,7500,,FALSE,0,Sir Julian Smith,julian.smith.mp@parliament.uk,
ST0027290,Hertsmere,Conservative and Unionist Party,TRUE,,9956,,FALSE,0,Sir Oliver Dowden,oliver.dowden.mp@parliament.uk,
ST0024832,Norfolk North,Conservative and Unionist Party,TRUE,,5408,,TRUE,0,,,
ST0028299,Torbay,Conservative and Unionist Party,TRUE,,0,0,FALSE,,,,
ST0028086,Torbay,Liberal Democrats,TRUE,,0,0,FALSE,,Steve Darling,steve.darling.mp@parliament.uk,
ST0028434,Fareham and Waterlooville,Conservative and Unionist Party,TRUE,,17501,0,TRUE,0,Suella Braverman,suella.braverman.mp@parliament.uk,
ST0028326,South West Norfolk,Conservative and Unionist Party,TRUE,,9372,,FALSE,0,,,
ST0028476,Wells and Mendip Hills,Liberal Democrats,TRUE,,5628,870.58,FALSE,0.1546872778962331,Tessa Munt,tessa.munt.mp@parliament.uk,
ST0028287,Westmorland & Lonsdale,Conservative and Unionist Party,TRUE,,0,470,FALSE,,,,
ST0028395,Macclesfield,Conservative and Unionist Party,TRUE,,,,FALSE,,,,
ST0024851,Worcester,Conservative and Unionist Party,TRUE,,0,,FALSE,,,,
ST0028418,Harrogate & Knaresborough,Conservative and Unionist Party,TRUE,,14789,9597,TRUE,0.648928257,,,
ST0028047,Harrogate and Knaresborough,Liberal Democrats,TRUE,,0,150,FALSE,,Tom Gordon,tom.gordon.mp@parliament.uk,
ST0028209,Bournemouth East,Conservative and Unionist Party,TRUE,,11851,0,TRUE,0,,,
ST0028027,Cheadle,Liberal Democrats,TRUE,,0,48,FALSE,,Tom Morrison,tom.morrison.mp@parliament.uk,
ST0028456,East Worthing and Shoreham,Conservative and Unionist Party,TRUE,,12792,2432,FALSE,0.1901188242651657,,,
ST0028513,Tonbridge,Conservative and Unionist Party,TRUE,,,140,FALSE,,Tom Tugendhat,tom.tugendhat.mp@parliament.uk,
ST0026909,Folkestone & Hythe,Conservative and Unionist Party,TRUE,,10500,,TRUE,0,,,
ST0028227,Chatham & Aylesford,Conservative and Unionist Party,TRUE,,0,0,FALSE,,,,
ST0028517,Hampstead and Highgate,Conservative and Unionist Party,TRUE,,,,FALSE,,,,
ST0028514,Walsall and Bloxwich,Conservative and Unionist Party,TRUE,,0,,FALSE,,,,
ST0028062,Mid Dorset and North Poole,Liberal Democrats,TRUE,,1308.83,,FALSE,0,Vikki Slade,vikki.slade.mp@parliament.uk,
ST0026833,Bath,Conservative and Unionist Party,TRUE,,200,,FALSE,0,,,
ST0028422,Guildford,Conservative and Unionist Party,TRUE,,,,FALSE,,,,
ST0028045,Guildford,Liberal Democrats,TRUE,,0,,FALSE,,Zöe Franklin,zoe.franklin.mp@parliament.uk,
ST0028562,Wantage,Conservative and Unionist Party,TRUE,,,619,FALSE,,,,
ST0028561,The Cotswolds,Conservative and Unionist Party,TRUE,,,,FALSE,,,,
ST0028560,South West Surrey,Conservative and Unionist Party,TRUE,,5939,,TRUE,0,Jeremy Hunt,,20
ST0028559,South West Bedfordshire,Conservative and Unionist Party,TRUE,,,,FALSE,,,,
ST0028558,South Thanet,Conservative and Unionist Party,TRUE,,0,0,FALSE,,,,
ST0028555,Workington,Conservative and Unionist Party,TRUE,,93,,FALSE,0,,,
ST0028554,South East Cambridgeshire,Conservative and Unionist Party,TRUE,,0,77,FALSE,,,,
ST0028553,Somerton & Frome,Conservative and Unionist Party,TRUE,,,,FALSE,,,,
ST0028552,Saffron Walden,Conservative and Unionist Party,TRUE,,5517,,TRUE,0,,,
ST0028551,Pudsey,Conservative and Unionist Party,TRUE,,17.15,16.9,FALSE,0.9854227405247812,,,
ST0028549,Newcastle Upon Tyne,Conservative and Unionist Party,TRUE,,,0,FALSE,,,,
ST0028548,Mid Worcestershire,Conservative and Unionist Party,TRUE,,0,,FALSE,,,,
ST0028547,Haltemprice & Howden,Conservative and Unionist Party,TRUE,,1335,,FALSE,0,,,
ST0028546,East Devon,Conservative and Unionist Party,TRUE,,0,,FALSE,,,,
ST0028544,Devizes,Conservative and Unionist Party,TRUE,,,603,FALSE,,,,
ST0028543,City of Chester,Conservative and Unionist Party,TRUE,,1144,,FALSE,0,,,
ST0028536,Bassetlaw CLP,Labour Party,TRUE,,1485,83.29,TRUE,0.056087542,Jo White,jo.white.mp@parliament.uk,
ST0028528,"Westmorland, Furness and Eden",Liberal Democrats,TRUE,,19662.61,375.59,FALSE,0.019101737,,,
ST0028527,Wales,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0028526,Twickenham and Richmond,Liberal Democrats,TRUE,,0,4341.04,FALSE,,,,
ST0028525,Scotland,Liberal Democrats,TRUE,,3000,,FALSE,0,,,
ST0028522,ALDC,Liberal Democrats,TRUE,,2428,,FALSE,0,,,
ST0028518,Pendle and Ribble Valley,Conservative and Unionist Party,TRUE,,3000,,TRUE,0,,,
ST0028509,Staffordshire,Conservative and Unionist Party,TRUE,,0,,FALSE,,,,
ST0028507,"Brecon, Radnor and Cwmtawe",Conservative and Unionist Party,TRUE,,3371,,FALSE,0,,,
ST0028485,Brentford and Isleworth CLP,Labour Party,TRUE,,64711,5275,FALSE,0.08151628,Ruth Cadbury,ruthcadburymp@parliament.uk,10
ST0028482,Newcastle under Lyme,Conservative and Unionist Party,TRUE,,0,,FALSE,,,,
ST0028474,"Honiton, Sidmouth and Tiverton",Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0028461,City of Coventry,Conservative and Unionist Party,TRUE,,112.99,,FALSE,0,,,
ST0028441,Clacton,Conservative and Unionist Party,TRUE,,13185.53,,TRUE,0,,,
ST0028440,Stoke on Trent,Conservative and Unionist Party,TRUE,,0,0,FALSE,,,,
ST0028439,City of Edinburgh,Conservative and Unionist Party,TRUE,,35482,5102,FALSE,0.1437912180824079,,,
ST0028427,Goldalming and Ash,Conservative and Unionist Party,TRUE,,6108,,FALSE,0,,,
ST0028405,Isle of Wight,Conservative and Unionist Party,TRUE,,7145,11,FALSE,0.001539538,,,
ST0028404,Islington,Conservative and Unionist Party,TRUE,,23500,4514,FALSE,0.1920851063829787,,,
ST0028401,"Kensington, Bayswater, Chelsea and Fulham",Conservative and Unionist Party,TRUE,,,,FALSE,,,,
ST0028398,Leicester,Conservative and Unionist Party,TRUE,,,,FALSE,,,,
ST0028392,Mid Derbyshire and Derby,Conservative and Unionist Party,TRUE,,2101,,FALSE,0,,,
ST0028390,Milton Keynes,Conservative and Unionist Party,TRUE,,,302,FALSE,,,,
ST0028383,North Derbyshire,Conservative and Unionist Party,TRUE,,0,87.24,FALSE,,,,
ST0028378,North Oxfordshire,Conservative and Unionist Party,TRUE,,,,FALSE,,,,
ST0028374,North West Cheshire,Conservative and Unionist Party,TRUE,,4452.65,5397.52,FALSE,1.2122039684232986,,,
ST0028371,Northumberland,Conservative and Unionist Party,TRUE,,,,FALSE,,,,
ST0028365,Perth and Kinross,Conservative and Unionist Party,TRUE,,4225,475,FALSE,0.1124260355029585,,,
ST0028351,Rotheram and District Federation,Conservative and Unionist Party,TRUE,,0,65.84,FALSE,,,,
ST0028344,Scottish Borders,Conservative and Unionist Party,TRUE,,7200,10801,FALSE,1.500138888888889,,,
ST0028338,South Ayrshire,Conservative and Unionist Party,TRUE,,10012,1891,FALSE,0.1888733519776268,,,
ST0028329,South Tees,Conservative and Unionist Party,TRUE,,9000,,FALSE,0,,,
ST0028325,South West Region,Conservative and Unionist Party,TRUE,,0,,FALSE,,,,
ST0028317,Stratford on Avon,Conservative and Unionist Party,TRUE,,10554,3315,FALSE,0.3140989198408186,,,
ST0028308,Swindon Federation,Conservative and Unionist Party,TRUE,,0,,FALSE,,,,
ST0028300,Tooting,Conservative and Unionist Party,TRUE,,24240,,FALSE,0,,,
ST0028293,Warrington,Conservative and Unionist Party,TRUE,,13200,2340,FALSE,0.1772727272727272,,,
ST0028226,Central Staffordshire,Conservative and Unionist Party,TRUE,,700,,FALSE,0,,,
ST0028219,Bury North and South,Conservative and Unionist Party,TRUE,,,,FALSE,,,,
ST0028218,Buckingham and Bletchley and Mid Buckingham,Conservative and Unionist Party,TRUE,,16860,3205,FALSE,0.1900948991696322,,,
ST0028215,Bristol and South Gloucestershire,Conservative and Unionist Party,TRUE,,57508,1240,FALSE,0.021562217,,,
ST0028170,Basildon and Thurrock Federation,Conservative and Unionist Party,TRUE,,7500,,FALSE,0,,,
ST0028166,"Barnsley, Penistone & Stocksbridge Federation",Conservative and Unionist Party,TRUE,,9800.6,,FALSE,0,,,
ST0028161,Aberdeenshire,Conservative and Unionist Party,TRUE,,15030,2982,FALSE,0.1984031936127744,,,
ST0028159,Exeter CLP,Labour Party,TRUE,,54544,3839,FALSE,0.070383544,Steve Race,steve.race.mp@parliament.uk,
ST0028158,Gedling CLP,Labour Party,TRUE,,,,FALSE,,Michael Payne,michael.payne.mp@parliament.uk,
ST0028157,North West Region,Green Party,TRUE,,,504,FALSE,,,,
ST0028155,South Cambridgeshire CLP,Labour Party,TRUE,,0,18.75,TRUE,,,,
ST0028151,Wolverhampton,Conservative and Unionist Party,TRUE,,1630,,FALSE,0,,,
ST0028146,York,Conservative and Unionist Party,TRUE,,8500,470,FALSE,0.055294118,,,
ST0028143,Truro and Falmouth CLP,Labour Party,TRUE,,1819,,FALSE,0,Jayne Kirkham,jayne.kirkham.mp@parliament.uk,
ST0028142,Reading East and West CLP,Labour Party,TRUE,,0,,FALSE,,,,
ST0028140,Oxfordshire,Green Party,TRUE,,0,0,FALSE,,,,
ST0028126,West Bromwich East CLP,Labour Party,TRUE,,0,0,FALSE,,,,
ST0028125,Slough CLP,Labour Party,TRUE,,0,,FALSE,,Mr Tanmanjeet Singh Dhesi,tan.dhesi.mp@parliament.uk,
ST0028124,Penistone and Stocksbridge CLP,Labour Party,TRUE,,0,,FALSE,,Dr Marie Tidball,marie.tidball.mp@parliament.uk,
ST0028123,Holborn and St Pancras CLP,Labour Party,TRUE,,0,103.7,FALSE,,Sir Keir Starmer,keir.starmer.mp@parliament.uk,
ST0028122,Harrow West CLP,Labour Party,TRUE,,11400,,FALSE,0,Gareth Thomas,gareth.thomas.mp@parliament.uk,
ST0028119,Barnet Local Campaign Forum,Labour Party,TRUE,,0,0,FALSE,,,,
ST0028116,Wokingham Borough,Liberal Democrats,TRUE,,0,412.39,FALSE,,,,
ST0028114,Windsor and Maidenhead,Liberal Democrats,TRUE,,0,0,FALSE,,,,
ST0028113,Winchester District,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0028112,Westminster Borough,Liberal Democrats,TRUE,,0,511.95,FALSE,,,,
ST0028111,Western Counties,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0028110,West Midlands,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0028109,West Hertfordshire,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0028107,West Berkshire and Newbury,Liberal Democrats,TRUE,,22817.9,2203.75,FALSE,0.096579878,,,
ST0028105,Waverley,Liberal Democrats,TRUE,,0,0,FALSE,,,,
ST0028103,Warwick District,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0028102,Sutton,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0028100,Stratford on Avon,Liberal Democrats,TRUE,,4906.39,80.34,FALSE,0.016374565,,,
ST0028097,Southwark Borough,Liberal Democrats,TRUE,,0,0,FALSE,,,,
ST0028096,South Hams,Liberal Democrats,TRUE,,0,0,FALSE,,,,
ST0028095,South Gloucestershire,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0028093,South East,Liberal Democrats,TRUE,,1008,,FALSE,0,,,
ST0028092,South Central,Liberal Democrats,TRUE,,0,0,FALSE,,,,
ST0028090,Sheffield,Liberal Democrats,TRUE,,15862.26,,FALSE,0,,,
ST0028089,Scottish Parliamentary Party,Liberal Democrats,TRUE,,0,0,FALSE,,,,
ST0028087,Trafford,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0028085,Test Valley,Liberal Democrats,TRUE,,2075.99,91.13,FALSE,0.043897129,,,
ST0028084,Young Liberals,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0028083,Yorkshire and the Humber,Liberal Democrats,TRUE,,0,137.1,FALSE,,,,
ST0028082,York,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0028080,Preston and Wyre,Liberal Democrats,TRUE,,0,0.9,FALSE,,,,
ST0028079,Portsmouth,Liberal Democrats,TRUE,,7000,342.32,FALSE,0.048902857,,,
ST0028077,Pembrokeshire,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0028076,Parliamentary Party In The Lords,Liberal Democrats,TRUE,,0,0,FALSE,,,,
ST0028074,North West,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0028072,North Norfolk and Great Yarmouth,Liberal Democrats,TRUE,,0,30,FALSE,,,,
ST0028071,North Hertfordshire & Stevenage,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0028070,North East and Central Fife,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0028069,North East,Liberal Democrats,TRUE,,0,0,FALSE,,,,
ST0028066,Newcastle upon Tyne,Liberal Democrats,TRUE,,0,52.25,FALSE,,,,
ST0028065,Mole Valley,Liberal Democrats,TRUE,,1066.38,,FALSE,0,,,
ST0028064,Milton Keynes,Liberal Democrats,TRUE,,4918.04,,FALSE,0,,,
ST0028061,Merton Borough,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0028060,Manchester,Liberal Democrats,TRUE,,0,0,FALSE,,,,
ST0028059,London,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0028058,Liverpool,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0028056,Leeds,Liberal Democrats,TRUE,,0,231.19,FALSE,,,,
ST0028055,Kingston Borough,Liberal Democrats,TRUE,,0,0,FALSE,,,,
ST0028054,Kensington and Chelsea Borough,Liberal Democrats,TRUE,,0,456.12,FALSE,,,,
ST0028053,Hull,Liberal Democrats,TRUE,,562.02,523.64,FALSE,0.931710615,,,
ST0028051,Highlands,Liberal Democrats,TRUE,,677.2,,FALSE,0,,,
ST0028050,Hertfordshire County Co-ordinating Committee,Liberal Democrats,TRUE,,0,15.77,FALSE,,,,
ST0028049,"Hereford, North Hereford and South Hereford",Liberal Democrats,TRUE,,0,0,FALSE,,,,
ST0028046,Haringey Borough,Liberal Democrats,TRUE,,0,132.1,FALSE,,,,
ST0028044,Gateshead,Liberal Democrats,TRUE,,0,0,FALSE,,,,
ST0028041,Elmbridge,Liberal Democrats,TRUE,,0,537,FALSE,,,,
ST0028037,East Riding,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0028036,East of England,Liberal Democrats,TRUE,,0,0,FALSE,,,,
ST0028035,East Midlands,Liberal Democrats,TRUE,,0,1.08,FALSE,,,,
ST0028034,East Dunbartonshire,Liberal Democrats,TRUE,,0,0,FALSE,,,,
ST0028033,East Cambridgeshire,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0028028,"Chelmsford, Maldon & Braintree",Liberal Democrats,TRUE,,5667.48,,FALSE,0,,,
ST0028026,Camden Borough,Liberal Democrats,TRUE,,1799.92,175.08,FALSE,0.09727099,,,
ST0028025,Cambridgeshire County Co-Ordinating Committee,Liberal Democrats,TRUE,,0,0,FALSE,,,,
ST0028023,Bristol,Liberal Democrats,TRUE,,0,405.46,FALSE,,,,
ST0028021,Bosworth,Liberal Democrats,TRUE,,0,0,FALSE,,,,
ST0028018,Bath and North East Somerset,Liberal Democrats,TRUE,,11867.57,,FALSE,0,,,
ST0027933,Guildford CLP,Labour Party,TRUE,,22203,2480,FALSE,0.1116966175742016,,,
ST0027931,Wealden,Green Party,TRUE,,0,0,FALSE,,,,
ST0027849,Dwyrain Caerfyrddin a Dinefwr,Plaid Cymru - The Party of Wales,TRUE,,11200,,TRUE,0,,,
ST0027834,York Central and Outer CLP,Labour Party,TRUE,,5630.26,200,FALSE,0.035522338,,,
ST0027795,Manchester Local Campaign Forum,Labour Party,TRUE,,,,FALSE,,,,
ST0027788,Stockton-on-Tees,Conservative and Unionist Party,TRUE,,,,FALSE,,,,
ST0027778,Wycombe CLP,Labour Party,TRUE,,0,102.93,FALSE,,Emma Reynolds,emma.reynolds.mp@parliament.uk,
ST0027776,Stroud CLP,Labour Party,TRUE,,0,25.9,FALSE,,Dr Simon Opher,simon.opher.mp@parliament.uk,
ST0027775,Stevenage CLP,Labour Party,TRUE,,0,0,FALSE,,Kevin Bonavia,kevin.bonavia.mp@parliament.uk,
ST0027773,Sittingbourne and Sheppey CLP,Labour Party,TRUE,,0,0,FALSE,,Kevin McKenna,kevin.mckenna.mp@parliament.uk,
ST0027768,Norwich North and South CLP,Labour Party,TRUE,,0,0,FALSE,,,,
ST0027766,Mitcham and Morden CLP,Labour Party,TRUE,,0,,FALSE,,Dame Siobhain McDonagh,mcdonaghs@parliament.uk,
ST0027765,Midlothian North and Musselburgh CLP,Labour Party,TRUE,,0,0,TRUE,,,,
ST0027764,Mansfield CLP,Labour Party,TRUE,,10828.47,0,FALSE,0,Steve Yemm,steve.yemm.mp@parliament.uk,
ST0027763,Loughborough CLP,Labour Party,TRUE,,7664,810.92,FALSE,0.1058089770354906,Dr Jeevun Sandher,jeevun.sandher.mp@parliament.uk,
ST0027762,Lewes CLP,Labour Party,TRUE,,14784.33,1959.68,FALSE,0.1325511538230004,,,
ST0027760,Islington South and Finsbury CLP,Labour Party,TRUE,,23856,,TRUE,0,Emily Thornberry,,16
ST0027758,Ipswich CLP,Labour Party,TRUE,,0,0,FALSE,,Jack Abbott,jack.abbott.mp@parliament.uk,
ST0027757,Hendon CLP,Labour Party,TRUE,,0,0,TRUE,,David Pinto-Duschinsky,david.pintoduschinsky.mp@parliament.uk,
ST0027756,Hackney Local Campaign Forum,Labour Party,TRUE,,,25,FALSE,,,,
ST0027755,Greenwich and Woolwich CLP,Labour Party,TRUE,,19547.36,1050.32,FALSE,0.053732064,Matthew Pennycook,matthew.pennycook.mp@parliament.uk,
ST0027753,Chipping Barnet CLP,Labour Party,TRUE,,4800,3520.23,TRUE,0.73338125,Dan Tomlinson,dan.tomlinson.mp@parliament.uk,
ST0027752,Chelsea and Fulham CLP,Labour Party,TRUE,,0,50.3,FALSE,,Ben Coleman,ben.coleman.mp@parliament.uk,
ST0027751,Cambridge CLP,Labour Party,TRUE,,11432,,FALSE,0,Daniel Zeichner,,
ST0027750,Bournemouth East and West CLP,Labour Party,TRUE,,0,1457.58,FALSE,,,,
ST0027749,Braintree and Witham CLP,Labour Party,TRUE,,26500,6798,FALSE,0.2565283018867924,,,
ST0027748,Barrow and Furness CLP,Labour Party,TRUE,,3823.3,0,FALSE,0,Michelle Scrogham,michelle.scrogham.mp@parliament.uk,
ST0027602,Ynys Mon,Plaid Cymru - The Party of Wales,TRUE,,11436.66,,TRUE,0,,,
ST0027599,Welwyn Hatfield CLP,Labour Party,TRUE,,,278.12,FALSE,,Andrew Lewin,andrew.lewin.mp@parliament.uk,
ST0027598,Watford CLP,Labour Party,TRUE,,0,0,FALSE,,Matt Turmaine,matt.turmaine.mp@parliament.uk,
ST0027597,St Albans CLP,Labour Party,TRUE,,36911,4315,FALSE,0.1169028202974723,,,
ST0027596,Putney CLP,Labour Party,TRUE,,1380,0,TRUE,0,Fleur Anderson,fleur.anderson.mp@parliament.uk,1
ST0027595,Milton Keynes Labour Party,Labour Party,TRUE,,845,20.35,FALSE,0.02408284,,,
ST0027594,Gillingham and Rainham CLP,Labour Party,TRUE,,0,0,FALSE,,Naushabah Khan,naushabah.khan.mp@parliament.uk,
ST0027593,Dulwich and West Norwood CLP,Labour Party,TRUE,,2138.68,0,TRUE,0,Helen Hayes,helen.hayes.mp@parliament.uk,10
ST0027591,Bromley and Chislehurst CLP,Labour Party,TRUE,,25636,1517,FALSE,0.059174598,,,
ST0027486,East Lothian CLP,Labour Party,TRUE,,2555,358,FALSE,0.1401174168297456,Mr Douglas Alexander,douglas.alexander.mp@parliament.uk,
ST0027438,Somerton and Frome,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0027383,Ealing Borough,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0027376,Sutton Federation,Conservative and Unionist Party,TRUE,,14700,2053,FALSE,0.1396598639455782,,,
ST0027375,Sussex,Conservative and Unionist Party,TRUE,,,,FALSE,,,,
ST0027368,Stone,Conservative and Unionist Party,TRUE,,,,FALSE,,,,
ST0027367,Stockton,Conservative and Unionist Party,TRUE,,,,FALSE,,,,
ST0027350,Somerset,Conservative and Unionist Party,TRUE,,0,,FALSE,0,,,
ST0027347,Shrewsbury & Atcham,Conservative and Unionist Party,TRUE,,4800,0,TRUE,0,,,
ST0027344,Selby and Ainsty,Conservative and Unionist Party,TRUE,,4750,159,TRUE,0.033473684,,,
ST0027341,Sandwell,Conservative and Unionist Party,TRUE,,0,0,FALSE,,,,
ST0027339,Rutland & Melton,Conservative and Unionist Party,TRUE,,10663,1211,TRUE,0.1135702897871143,,,
ST0027333,Norwich,Conservative and Unionist Party,TRUE,,0,0,FALSE,,,,
ST0027332,Northumberland MCA,Conservative and Unionist Party,TRUE,,,,FALSE,,,,
ST0027330,North West Wales MCA,Conservative and Unionist Party,TRUE,,691,,FALSE,0,,,
ST0027325,North East Somerset,Conservative and Unionist Party,TRUE,,0,10,FALSE,,,,
ST0027324,North East Bedfordshire,Conservative and Unionist Party,TRUE,,2028,299,FALSE,0.1474358974358974,,,
ST0027320,North Ayrshire,Conservative and Unionist Party,TRUE,,,0,FALSE,,,,
ST0027315,Moray,Conservative and Unionist Party,TRUE,,0,,FALSE,,,,
ST0027314,Montgomeryshire,Conservative and Unionist Party,TRUE,,12550,,TRUE,0,,,
ST0027313,Monmouth,Conservative and Unionist Party,TRUE,,16000,,TRUE,0,,,
ST0027312,Mole Valley,Conservative and Unionist Party,TRUE,,13600,,FALSE,0,,,
ST0027308,Meriden,Conservative and Unionist Party,TRUE,,0,,FALSE,,,,
ST0027307,Meon Valley,Conservative and Unionist Party,TRUE,,0,5,FALSE,,,,
ST0027293,Hitchin & Harpenden,Conservative and Unionist Party,TRUE,,670,,FALSE,0,,,
ST0027292,Highland,Conservative and Unionist Party,TRUE,,,,FALSE,,,,
ST0027286,Herefordshire and Shropshire,Conservative and Unionist Party,TRUE,,6831.96,,FALSE,0,,,
ST0027284,Henley,Conservative and Unionist Party,TRUE,,,119930,FALSE,,,,
ST0027277,Cardiff and the Vale,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0027271,Hampstead and Kilburn,Conservative and Unionist Party,TRUE,,,,FALSE,,,,
ST0027268,Greenwich,Conservative and Unionist Party,TRUE,,,,FALSE,,,,
ST0027266,Grantham & Stamford,Conservative and Unionist Party,TRUE,,16850,847,FALSE,0.050267062,,,
ST0027256,Yorkshire/Humberside Region,Conservative and Unionist Party,TRUE,,0,,FALSE,,,,
ST0027240,Bury,Conservative and Unionist Party,TRUE,,5400,,FALSE,0,,,
ST0027176,"Kensington, Chelsea and Fulham",Conservative and Unionist Party,TRUE,,,9,FALSE,,,,
ST0027155,Henley,Liberal Democrats,TRUE,,0,63.2,FALSE,,,,
ST0027094,Wimbledon CLP,Labour Party,TRUE,,,0,FALSE,,,,
ST0027076,Westminster North,Conservative and Unionist Party,TRUE,,,,FALSE,,,,
ST0027072,Wells,Conservative and Unionist Party,TRUE,,14471,2336,FALSE,0.1614263008776173,,,
ST0027061,Totnes,Conservative and Unionist Party,TRUE,,471,,FALSE,0,,,
ST0027057,Tonbridge & Malling,Conservative and Unionist Party,TRUE,,,175,FALSE,,,,
ST0027035,Southend West,Conservative and Unionist Party,TRUE,,10663,1387,FALSE,0.1300759636124918,,,
ST0026997,Richmond (Yorks),Conservative and Unionist Party,TRUE,,13613,50,FALSE,0.00367296,,,
ST0026989,Penrith & The Border,Conservative and Unionist Party,TRUE,,,61,FALSE,,,,
ST0026988,Pendle,Conservative and Unionist Party,TRUE,,6000,,TRUE,0,,,
ST0026953,Maidstone & Weald,Conservative and Unionist Party,TRUE,,,84,FALSE,,,,
ST0026911,Glasgow,Conservative and Unionist Party,TRUE,,,,FALSE,,,,
ST0026906,Fareham,Conservative and Unionist Party,TRUE,,15841,0,TRUE,0,Suella Braverman,,10
ST0026898,Elmet and Rothwell,Conservative and Unionist Party,TRUE,,0,,FALSE,,,,
ST0026897,Eddisbury,Conservative and Unionist Party,TRUE,,472,,FALSE,0,,,
ST0026886,Dover,Conservative and Unionist Party,TRUE,,18561,,FALSE,0,,,
ST0026882,Cumbria,Conservative and Unionist Party,TRUE,,6000,970,FALSE,0.1616666666666666,,,
ST0026879,City of Nottingham,Conservative and Unionist Party,TRUE,,12650,-518,FALSE,0,,,
ST0026877,City of Durham & Easington,Conservative and Unionist Party,TRUE,,21771,9688,FALSE,0.4449956363970419,,,
ST0026855,Burton,Conservative and Unionist Party,TRUE,,0,,FALSE,,,,
ST0026854,Buckingham,Conservative and Unionist Party,TRUE,,16478,1736,FALSE,0.1053525913338997,,,
ST0026851,Bromley & Chislehurst,Conservative and Unionist Party,TRUE,,12558,1500,TRUE,0.1194457716196846,,,
ST0026850,Broadland,Conservative and Unionist Party,TRUE,,6000,,FALSE,0,,,
ST0026848,Bridgwater and West Somerset,Conservative and Unionist Party,TRUE,,10000,548,TRUE,0.0548,,,
ST0026842,Bosworth,Conservative and Unionist Party,TRUE,,11716,1803,TRUE,0.1538921133492659,,,
ST0026836,Beckenham,Conservative and Unionist Party,TRUE,,28450,3767,TRUE,0.1324077328646748,,,
ST0026822,Aberdeen City,Conservative and Unionist Party,TRUE,,0,9,FALSE,,,,
ST0026641,Finchley and Golders Green CLP,Labour Party,TRUE,,788.64,0,FALSE,0,Sarah Sackman,sarah.sackman.mp@parliament.uk,
ST0026639,Eltham CLP,Labour Party,TRUE,,13200,2000,FALSE,0.1515151515151515,Clive Efford,,15
ST0026627,Witney and West Oxfordshire,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0026619,Wells,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0026613,The Cotswolds,Liberal Democrats,TRUE,,172.97,131.37,FALSE,0.7594958663352027,,,
ST0026612,Taunton Deane,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0026569,City of Stoke on Trent,Conservative and Unionist Party,TRUE,,0,0,FALSE,,,,
ST0026556,Oxford & Abingdon CLP,Labour Party,TRUE,,225,44.16,FALSE,0.1962666666666666,,,
ST0026536,Hornsey and Wood Green CLP,Labour Party,TRUE,,0,0,FALSE,,Catherine West,,10
ST0025151,Perthshire North Constituency,Scottish National Party (SNP),TRUE,,2760,,FALSE,0,,,
ST0025141,Copeland,Conservative and Unionist Party,TRUE,,6000,308,FALSE,0.051333333,,,
ST0025102,Wellingborough,Conservative and Unionist Party,TRUE,,,,FALSE,,,,
ST0025094,Wealden,Conservative and Unionist Party,TRUE,,0,,FALSE,,,,
ST0024974,Stirling and Clackmannshire,Conservative and Unionist Party,TRUE,,4225,132,FALSE,0.031242604,,,
ST0024895,Solihull,Conservative and Unionist Party,TRUE,,53937,0,FALSE,0,,,
ST0024885,Romsey and Southampton,Conservative and Unionist Party,TRUE,,0,5581,FALSE,,,,
ST0024876,Hastings and Rye CLP,Labour Party,TRUE,,9320,,FALSE,0,Helena Dollimore,helena.dollimore.mp@parliament.uk,
ST0024875,Ceredigion,Plaid Cymru - The Party of Wales,TRUE,,0,,FALSE,,,,
ST0024873,Arfon,Plaid Cymru - The Party of Wales,TRUE,,12360,,TRUE,0,,,
ST0024858,Wiltshire,Conservative and Unionist Party,TRUE,,0,0,FALSE,,,,
